Region;cartodb_id;Okrug;Year;VVP;Glubina_voronki;Dolya_innovatsionno_aktivnykh_organizatsiy;Dolya_innovatsionnykh_produktov;Dokhody_regionalnogo_byudzheta;Raskhody_regionalnogo_byudzheta;Investitsii_v_osnovnoy_kapital;Saldirovanniy_finansoviy_rezultat_deyatelnosti_predpriyatiy;Saldo_regionalnogo_byudzheta;Year_etalon
Курганская область;1;Уральский федеральный округ;2014;1949786;7;55;26;33789;376786;37508;-2419;-342997;2007
Курганская область;1;Уральский федеральный округ;2015;207236;8;42;36;340035;38873;32156;3572;301162;2007
Курганская область;1;Уральский федеральный округ;2016;2212003;8;46;27;378951;407394;34095;4573;-28443;2008
Курганская область;1;Уральский федеральный округ;2017;2327012;9;92;36;397834;420365;26889;-169365;-22531;2008
Курганская область;1;Уральский федеральный округ;2018;2535737;8;107;32;455967;459272;32255;6232;-3305;2010
Курганская область;1;Уральский федеральный округ;2019;2850115;9;98;35;544456;543305;49033;99981;1151;2010
Курганская область;1;Уральский федеральный округ;2020;2918915;9;141;32;602141;610901;48586;17380;-8760;2011
Курганская область;1;Уральский федеральный округ;2021;3306422;10;144;28;678925;671457;58101;11943;7468;2011
Курганская область;1;Уральский федеральный округ;2022;3745373;9;118;2;763722;747349;71277;17637;16373;2013
Курганская область;1;Уральский федеральный округ;2023;424260;9;42;2;81453;143772;47269;91;-62319;2014
Курская область;5;Центральный федеральный округ;2005;729953;2;67;2;151634;147447;15054;12704;4187;2003
Курская область;5;Центральный федеральный округ;2006;883675;2;92;25;167001;163988;19741;13709;3013;2004
Курская область;5;Центральный федеральный округ;2007;1104052;3;11;21;222962;217299;28736;19655;5663;2004
Курская область;5;Центральный федеральный округ;2008;1448435;2;85;1;30600;293303;40340;26345;-262703;2006
Курская область;5;Центральный федеральный округ;2009;1401661;4;86;4;309798;317182;42474;4209;-7384;2005
Курская область;5;Центральный федеральный округ;2010;1713221;4;71;6;368425;352977;40779;15307;15448;2006
Курская область;5;Центральный федеральный округ;2011;203676;4;137;25;419664;440581;52083;42996;-20917;2007
Курская область;5;Центральный федеральный округ;2012;2215373;4;13;32;45233;460436;59477;39362;-415203;2008
Курская область;5;Центральный федеральный округ;2013;2426461;5;107;43;471823;493552;63932;42169;-21729;2008
Курская область;5;Центральный федеральный округ;2014;2667693;4;99;65;467806;518889;65908;33877;-51083;2010
Курская область;5;Центральный федеральный округ;2015;3012425;4;73;62;513949;518401;65920;50683;-4452;2011
Курская область;5;Центральный федеральный округ;2016;3231458;5;65;76;526731;548587;83515;49785;-21856;2011
Курская область;5;Центральный федеральный округ;2017;3461012;5;106;84;606054;596479;90160;56532;9575;2012
Курская область;5;Центральный федеральный округ;2018;3855875;4;89;12;661013;648343;107900;81982;12670;2014
Курская область;5;Центральный федеральный округ;2019;4485334;4;54;55;76576;754302;129051;81264;-677726;2015
Курская область;5;Центральный федеральный округ;2020;4753479;4;76;58;836351;831937;127366;83445;4414;2016
Курская область;5;Центральный федеральный округ;2021;6273206;3;68;26;1128847;1014194;177783;220510;114653;2018
Курская область;5;Центральный федеральный округ;2022;8278802;-2;73;43;1193317;1231187;188884;117261;-37870;2024
Курская область;5;Центральный федеральный округ;2023;1092560;-1;21;7;108962;175771;122442;90346;-66809;2024
Ленинградская область;46;Северо-Западный федеральный округ;2005;1220242;0;69;5;281474;292851;49221;40249;-11377;2005
Ленинградская область;46;Северо-Западный федеральный округ;2006;161664;0;88;4;37107;346031;77528;41580;-308924;2006
Ленинградская область;46;Северо-Западный федеральный округ;2007;1889456;0;67;3;485672;445569;77220;63397;40103;2007
Ленинградская область;46;Северо-Западный федеральный округ;2008;2347484;0;56;14;634011;622912;101746;60069;11099;2008
